song_id,Name,Genre,Explicit
89,Let It Be Me,acoustic,False
90,Heart's Content,acoustic,False
91,You,acoustic,False
92,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,acoustic,False
93,First & Last,acoustic,False
94,Have It All,acoustic,False
95,Breathe Again,acoustic,False
96,Trouble,acoustic,False
97,The Joke,acoustic,False
98,No Plans,acoustic,False
99,The Woman I Love,acoustic,False
100,I Was Born To Love You,acoustic,False
101,Unlonely,acoustic,False
102,A Safe Place to Land (feat. John Legend),acoustic,False
103,You and I Both,acoustic,False
104,I Won’t Give Up,acoustic,False
105,King of Anything,acoustic,False
106,This Time Tomorrow,acoustic,False
107,Homeland,acoustic,False
108,Living in the Moment,acoustic,False
109,This Is Love,acoustic,False
110,Party of One (feat. Sam Smith),acoustic,False
111,Yakap,acoustic,False
112,We'll Make It Through,acoustic,False
113,Already Home,acoustic,False
114,Long Drive,acoustic,False
115,Hold On,acoustic,False
116,Atrévete-Te-Te,afrobeat,True
117,Bienvenidos A Mi Mundo,afrobeat,True
118,Intro Crónica De Un Nacimiento,afrobeat,True
119,Esto Con Eso,afrobeat,True
120,Tal Para Cual,afrobeat,True
121,Los De Atrás Vienen Conmigo,afrobeat,True
122,Muerte En Hawaii,afrobeat,False
123,Bienvenidos A Mi Mundo,afrobeat,True
124,Uiyi Guaye,afrobeat,True
125,Pa'l Norte - Beauty Brain Remix,afrobeat,False
126,La Vuelta Al Mundo,afrobeat,False
127,Pi-di-di-di,afrobeat,False
128,Intro Crónica De Un Nacimiento,afrobeat,True
129,Fiesta de Locos,afrobeat,False
130,La Crema,afrobeat,True
131,Se Vale To-To,afrobeat,False
132,Baile De Los Pobres,afrobeat,False
133,Un Beso de Desayuno,afrobeat,False
134,A Limpiar El Sucio,afrobeat,True
135,Electro Movimiento,afrobeat,False
136,El Avión Se Cae,afrobeat,True
137,Cabe-c-o,afrobeat,False
138,Daddy Issues,alt-rock,False
139,Little Dark Age,alt-rock,False
140,Softcore,alt-rock,False
141,Sweater Weather,alt-rock,False
142,You Get Me So High,alt-rock,False
143,Something In The Way,alt-rock,False
144,Way down We Go,alt-rock,False
145,Unstoppable,alt-rock,False
146,Smells Like Teen Spirit,alt-rock,False
147,Blood // Water,alt-rock,False
148,Shut Up and Dance,alt-rock,False
149,Born For This,alt-rock,False
150,Tippa My Tongue,alt-rock,False
151,Tippa My Tongue,alt-rock,False
152,Mr. Brightside,alt-rock,False
153,Californication,alt-rock,False
154,Nerve Flip,alt-rock,False
155,Runaway Horses - Abridged,alt-rock,False
156,Black Summer,alt-rock,False
157,When You Were Young,alt-rock,False
158,Nerve Flip,alt-rock,False
159,Mr. Brightside,alt-rock,False
160,Animals,alt-rock,False
161,Tippa My Tongue,alt-rock,False
162,Black Summer,alt-rock,False
163,Mr. Brightside,alt-rock,False
164,Records,alt-rock,False
165,Mr. Brightside,alt-rock,False
166,Somebody Told Me,alt-rock,False
167,Fire - Remastered,alt-rock,True
168,Ohms,alt-rock,False
169,Ohms,alt-rock,False
170,Higher Ground - Remastered,alt-rock,False
171,Black Summer,alt-rock,False
172,All My Favorite Songs,alt-rock,False
173,Black Summer,alt-rock,False
174,Joy Ride - Night Version,alt-rock,False
175,Limón y Sal,alt-rock,False
176,Christmas (Baby Please Come Home),alt-rock,False
177,By the Way,alt-rock,False
178,Reflections,alt-rock,False
179,Somebody Else,alt-rock,True
180,Creep,alt-rock,True
181,The Reason,alt-rock,False
182,No Surprises,alt-rock,False
183,Legend,alt-rock,False
184,Seven Nation Army,alt-rock,False
185,"Elliot’s Song - From ""Euphoria"" An HBO Original Series",alt-rock,False
186,Losing My Religion,alt-rock,False
187,Surviving the Game,alt-rock,False
188,Records,alt-rock,False
189,Say It Ain't So,alt-rock,False
190,Say It Ain't So,alt-rock,False
191,Say It Ain't So,alt-rock,False
192,Records,alt-rock,False
193,Buddy Holly,alt-rock,False
194,Buddy Holly,alt-rock,False
195,Island In The Sun,alt-rock,False
196,O Come All Ye Faithful,alt-rock,False
197,All My Favorite Songs,alt-rock,False
198,Surviving the Game,alt-rock,False
199,Feel Invincible,alt-rock,False
200,Feel Invincible,alt-rock,False
201,Bullet With Butterfly Wings - Remastered 2012,alt-rock,False
202,Records,alt-rock,False
203,O Holy Night,alt-rock,False
204,My Name Is Jonas,alt-rock,False
205,Christmastime,alt-rock,False
206,O Come All Ye Faithful,alt-rock,False
207,It's The End Of The World As We Know It (And I Feel Fine),alt-rock,False
208,Christmastime,alt-rock,False
209,Lamento Boliviano,alt-rock,False
210,It's The End Of The World As We Know It (And I Feel Fine),alt-rock,False
211,Rotting in Vain,alt-rock,True
212,Rotting in Vain,alt-rock,True
213,Surviving the Game,alt-rock,False
214,We Wish You A Merry Christmas,alt-rock,False
215,O Come All Ye Faithful,alt-rock,False
216,We Wish You A Merry Christmas,alt-rock,False
217,We Wish You A Merry Christmas,alt-rock,False
218,Igual Que Ayer,alt-rock,False
219,Mi Primer Dia Sin Ti,alt-rock,False
220,We Wish You A Merry Christmas,alt-rock,False
221,Eterna Soledad,alt-rock,False
222,The Beach,alt-rock,False
223,Stargazing,alt-rock,False
224,Out of My League,alt-rock,False
225,Robbers,alt-rock,False
226,I'm In Love With You,alt-rock,True
227,Californication,alt-rock,False
228,Mr. Brightside,alt-rock,False
229,Born For This,alt-rock,False
230,Come As You Are,alt-rock,False
231,Snow (Hey Oh),alt-rock,False
232,Monster,alt-rock,False
233,Revolution,alt-rock,False
234,It's Not My Time - Acoustic,alt-rock,False
235,Mr. Jones,alt-rock,False
236,A Long December,alt-rock,False
237,Here Without You,alt-rock,False
238,Kryptonite,alt-rock,False
239,Kryptonite,alt-rock,False
240,A Long December,alt-rock,False
241,Hanginaround,alt-rock,False
242,Mr. Jones,alt-rock,False
243,Big Yellow Taxi,alt-rock,False
244,Big Yellow Taxi,alt-rock,False
245,"The Sick, The Dying… And The Dead!",alt-rock,False
246,Symphony Of Destruction,alt-rock,False
247,The Devil's Bleeding Crown,alt-rock,False
248,The Devil's Bleeding Crown,alt-rock,False
249,The Devil's Bleeding Crown,alt-rock,False
250,Holy Wars...The Punishment Due - Remastered,alt-rock,False
251,Keep My Name Outta Your Mouth,alt-rock,False
252,Symphony Of Destruction,alt-rock,False
253,Sorry Sack Of Bones,alt-rock,True
254,Never Gonna Give You Up,alt-rock,False
255,Holy Wars...The Punishment Due - Remastered,alt-rock,False
256,Burn The Witch,alt-rock,False
257,Heaven Nor Hell,alt-rock,False
258,The Devil's Bleeding Crown,alt-rock,False
259,Afraid,alt-rock,True
260,feel something,alt-rock,True
261,Oh Caroline,alt-rock,False
262,Here Without You,alt-rock,False
231,Snow (Hey Oh),alt-rock,False
263,Renegades,alt-rock,False
264,Feel Invincible,alt-rock,False
265,Heads Will Roll - A-Trak Remix,alt-rock,False
266,Way Down We Go,alt-rock,False
267,Way Down We Go,alt-rock,False
268,A Long December,alt-rock,False
269,Heads Will Roll - A-Trak Remix,alt-rock,False
270,アイ・プット・ア・スペル・オン・ユー,alt-rock,True
271,Heads Will Roll - A-Trak Remix,alt-rock,False
272,Heads Will Roll - A-Trak Remix,alt-rock,False
273,A Long December,alt-rock,False
274,Way Down We Go,alt-rock,False
275,I Put A Spell On You,alt-rock,True
276,The Beautiful People,alt-rock,True
277,Song 2 - 2012 Remaster,alt-rock,False
278,In Over My Head,alt-rock,True
279,Blood // Water,alt-rock,False
280,Blood // Water,alt-rock,False
281,A Long December,alt-rock,False
282,Heads Will Roll,alt-rock,False
283,The Fight Song,alt-rock,True
284,The Beautiful People,alt-rock,True
285,WE ARE CHAOS,alt-rock,True
286,Mr. Jones,alt-rock,False
287,The Beautiful People,alt-rock,True
288,Mr. Jones,alt-rock,False
289,The Beautiful People,alt-rock,True
290,You And Me And The Devil Makes 3,alt-rock,False
291,The Beautiful People,alt-rock,True
292,I Put A Spell On You,alt-rock,True
293,You And Me And The Devil Makes 3,alt-rock,False
294,Sweet Dreams (Are Made Of This),alt-rock,False
295,Sweet Dreams (Are Made Of This),alt-rock,False
296,Sweet Dreams (Are Made Of This),alt-rock,False
297,Sweet Dreams (Are Made Of This),alt-rock,False
298,Sweet Dreams (Are Made Of This),alt-rock,False
299,Mr. Jones,alt-rock,False
300,The Beautiful People,alt-rock,True
301,The Universal,alt-rock,False
302,Song 2 - 2012 Remaster,alt-rock,False
303,like that,alt-rock,False
304,Losing My Religion,alt-rock,False
305,Everybody Talks,alt-rock,False
306,The Adults Are Talking,alt-rock,False
307,One Last Breath,alt-rock,False
308,Stronger,alt-rock,False
309,Zoio De Lula - Ao Vivo,alt-rock,False
310,Sway,alt-rock,False
311,Save Yourself,alt-rock,False
312,Way Down We Go,alt-rock,False
313,I Want More,alt-rock,False
314,Sway,alt-rock,False
315,Sway,alt-rock,False
316,Automobile,alt-rock,False
317,Cough Syrup,alt-rock,False
318,It's My Life,alt-rock,False
319,Walking Target,alt-rock,False
320,Last Christmas,alt-rock,False
321,One Last Breath,alt-rock,False
322,Walk,alt-rock,True
323,I Just Wanna Shine,alt-rock,False
324,Christmas Card,alt-rock,False
325,Last Christmas,alt-rock,False
326,Mouth for War,alt-rock,False
327,Last Christmas,alt-rock,False
328,Last Christmas,alt-rock,False
329,HandClap,alt-rock,False
330,Don't Speak,alt-rock,False
331,The Middle,alt-rock,False
332,Oi To The World,alt-rock,False
333,Spiderwebs,alt-rock,False
334,Black Hole Sun,alt-rock,False
335,Spiderwebs,alt-rock,False
336,Don't Speak,alt-rock,False
337,Spiderwebs,alt-rock,False
338,Spoonman,alt-rock,False
339,Don't Speak,alt-rock,False
340,Last Christmas,alt-rock,False
341,Oi To The World,alt-rock,False
342,Just A Girl,alt-rock,False
343,The Middle,alt-rock,False
344,Plush,alt-rock,False
345,Black Hole Sun,alt-rock,False
346,Mind Over Matter (Reprise),alt-rock,False
347,"Elliot's Song - From ""Euphoria"" An HBO Original Series",alt-rock,False
348,Legends Are Made,alt-rock,False
349,The Man Who Sold The World,alt-rock,False
350,Hero,alt-rock,False
351,Heart-Shaped Box,alt-rock,False
352,Can't Stop,alt-rock,False
353,Everybody Talks,alt-rock,False
354,Holiday Rock,alt-rock,False
355,Holiday Rock,alt-rock,False
356,Holiday Rock,alt-rock,False
357,Holiday Rock,alt-rock,False
358,All Star,alt-rock,False
359,Everybody Talks,alt-rock,False
360,Vampires,alt-rock,False
361,I'm A Believer - Radio Edit,alt-rock,False
362,All Star,alt-rock,False
363,All Star,alt-rock,False
364,All Star,alt-rock,False
365,All Star,alt-rock,False
366,All Star,alt-rock,False
367,All Star,alt-rock,False
368,All Star,alt-rock,False
369,Cryin' Like A Bitch!!,alt-rock,True
370,Iron Head,alt-rock,False
371,Living Dead Girl,alt-rock,False
372,Bitter Sweet Symphony - Remastered 2016,alt-rock,False
373,Living Dead Girl,alt-rock,False
374,Living Dead Girl,alt-rock,False
375,Living Dead Girl,alt-rock,False
376,Superbeast,alt-rock,False
377,Dragula,alt-rock,False
378,Living Dead Girl,alt-rock,False
379,Superbeast,alt-rock,False
380,Living Dead Girl,alt-rock,False
381,Dragula,alt-rock,False
382,Living Dead Girl,alt-rock,False
383,Dragula,alt-rock,False
384,Dragula,alt-rock,False
385,Dragula,alt-rock,False
386,Dragula,alt-rock,False
387,Demon Speeding,alt-rock,False
388,Bitter Sweet Symphony - Remastered 2016,alt-rock,False
389,Bitter Sweet Symphony - Remastered 2016,alt-rock,False
390,Cry Baby,alt-rock,False
391,About You,alt-rock,False
392,Legends Are Made,alt-rock,False
393,Pretty Boy,alt-rock,False
394,Where Is My Mind?,alt-rock,False
395,This fffire - New Version,alt-rock,False
396,It's Not Living (If It's Not With You),alt-rock,False
397,The 1975,alt-rock,False
398,Under the Bridge,alt-rock,False
399,Where Is My Mind? - Remastered,alt-rock,False
400,Bitter Sweet Symphony,alt-rock,False
401,All Star,alt-rock,False
402,Só Por Uma Noite - Ao Vivo,alt-rock,False
403,Stitches,alt-rock,True
404,The Reason,alt-rock,False
405,Shatter - Edit,alt-rock,False
406,The Reason,alt-rock,False
407,Sexo Pudor Y Lágrimas,alt-rock,False
408,Bitter Sweet Symphony - Remastered 2016,alt-rock,False
409,Solo Ideales,alt-rock,False
410,Hit Me,alt-rock,True
411,Unfair,alt-rock,False
412,Unsteady,alt-rock,False
413,I'm In Love With You,alt-rock,True
414,Happiness,alt-rock,False
415,Dumb,alt-rock,False
416,HandClap,alt-rock,False
417,Way down We Go,alt-rock,False
418,When We Are Together,alt-rock,False
419,Last Resort,alt-rock,True
420,Looking For Somebody (To Love),alt-rock,True
421,Part Of The Band,alt-rock,False
422,Fighter,alt-rock,False
423,Killing In The Name,alt-rock,True
424,Everlong,alt-rock,False
425,You Say,alt-rock,False
426,Playground (from the series Arcane League of Legends),alt-rock,False
427,The Resistance,alt-rock,False
428,You And Me,alt-rock,False
429,Epiphany,alt-rock,False
430,Eyes Wide Open,alt-rock,False
431,Deep Inside of You,alt-rock,False
432,Love Will Tear Us Apart,alt-rock,False
433,Si Tu No Estas Aqui,alt-rock,False
434,Prisioneros De La Piel,alt-rock,False
435,Void,alt-rock,False
436,Brazil,alt-rock,False
437,Otherside,alt-rock,False
438,You And Me,alt-rock,False
439,Scar Tissue,alt-rock,False
440,How You Remind Me,alt-rock,False
441,Karma Police,alt-rock,False
442,Far Away,alt-rock,False
443,Dark Necessities,alt-rock,False
444,Lithium,alt-rock,False
445,Lost In The Wild,alt-rock,False
446,Wintering,alt-rock,False
447,The Fear,alt-rock,False
448,O Preço - Ao Vivo,alt-rock,False
449,Vícios E Virtudes - Ao Vivo,alt-rock,False
450,Atmosphere,alt-rock,False
451,Are You Gonna Be My Girl,alt-rock,False
452,No Rain,alt-rock,False
453,No Rain,alt-rock,False
454,No Rain,alt-rock,False
455,No Rain,alt-rock,False
456,No Rain,alt-rock,False
457,Walking On A Dream,alt-rock,False
458,Fallen Star,alt-rock,False
459,Compass,alt-rock,False
460,Wires,alt-rock,False
461,Devil's Advocate,alt-rock,False
462,Kids,alt-rock,False
463,Are You Gonna Be My Girl,alt-rock,False
464,Flawless,alt-rock,True
465,High and Dry,alt-rock,False
466,"Call It Fate, Call It Karma",alt-rock,False
467,On And On,alt-rock,False
468,Glory,alt-rock,False
469,Higher,alt-rock,False
470,Never Going Back,alt-rock,False
471,The Pretender,alt-rock,False
472,Mil Horas,alt-rock,False
473,Baila Para Mi,alt-rock,False
474,Sin Gamulán,alt-rock,False
475,Lunes Por La Madrugada,alt-rock,False
476,R.I.P. 2 My Youth,alt-rock,False
477,Cherry Flavoured,alt-rock,False
478,Happiness,alt-rock,False
479,Nervous,alt-rock,False
480,Why,alt-rock,True
481,Island In The Sun,alt-rock,False
482,Kryptonite,alt-rock,False
483,Stronger,alt-rock,False
484,Awake and Alive,alt-rock,False
485,Miracle,alt-rock,False
486,Everybody Hurts,alt-rock,False
487,Fake Plastic Trees,alt-rock,False
488,Money Run Low,alt-rock,False
489,Finish Line,alt-rock,False
490,Tudo Pro Alto - Ao Vivo,alt-rock,False
491,Aquela Paz,alt-rock,False
492,Proibida Pra Mim (Grazon) - Ao Vivo,alt-rock,False
493,Céu Azul,alt-rock,False
494,Scary Love,alt-rock,False
495,Mind Over Matter,alt-rock,False
496,Selfless,alt-rock,False
497,Tears Don't Fall,alt-rock,True
498,Victorious,alt-rock,False
499,Burn It to the Ground,alt-rock,False
500,Black Hole Sun,alt-rock,False
501,About A Girl,alt-rock,False
502,"You're Gonna Go Far, Kid",alt-rock,True
503,Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,alt-rock,False
504,Pontes Indestrutíveis,alt-rock,False
505,Mute,alt-rock,False
506,Tudo Que Ela Gosta De Escutar - Ao Vivo,alt-rock,False
507,Te Estoy Mirando,alt-rock,False
508,Baby Came Home 2 / Valentines,alt-rock,False
509,Electric Feel,alt-rock,False
510,Love It If We Made It,alt-rock,True
511,TOOTIMETOOTIMETOOTIME,alt-rock,False
512,I Always Wanna Die (Sometimes),alt-rock,False
513,Alive,alt-rock,False
514,Exit Music (For A Film),alt-rock,False
515,The Middle,alt-rock,False
516,Weird Fishes/ Arpeggi,alt-rock,False
517,Cough Syrup,alt-rock,False
518,Dani California,alt-rock,False
519,Be Yourself,alt-rock,False
520,Song 2 - 2012 Remaster,alt-rock,False
521,O Coro Vai Come - Ao Vivo,alt-rock,False
522,Tudo Pro Alto,alt-rock,False
523,Quinta-Feira,alt-rock,False
524,Confisco - Ao Vivo - Chegou Quem Faltava,alt-rock,False
525,Rockstar,alt-rock,False
526,Chocolate,alt-rock,False
527,The Sound,alt-rock,False
528,Trust in You,alt-rock,False
529,Take Me Out,alt-rock,False
530,Black,alt-rock,False
531,Alive,alt-rock,False
532,Symphony Of Destruction,alt-rock,False
533,Quinta-Feira - Ao Vivo,alt-rock,False
534,W.D.Y.W.F.M?,alt-rock,False
535,Last Kiss,alt-rock,False
536,A Change Of Heart,alt-rock,True
537,Dreamin (with blackbear),alt-rock,True
538,Nude,alt-rock,False
539,Where Did You Sleep Last Night,alt-rock,False
540,Drive,alt-rock,False
541,Last Nite,alt-rock,False
542,Don't Speak,alt-rock,False
543,Human,alt-rock,False
544,Somebody Told Me,alt-rock,False
545,All Apologies,alt-rock,False
546,The Drummer,alt-rock,False
547,Head Up,alt-rock,False
548,Not Gonna Die,alt-rock,False
549,My Sacrifice,alt-rock,False
550,Animal I Have Become,alt-rock,False
551,Piedra,alt-rock,False
552,Vampire,alt-rock,False
553,Sincerity Is Scary,alt-rock,False
554,Dancing in the Moonlight,alt-rock,False
555,Part Of The Band,alt-rock,False
556,Du hast,alt-rock,False
557,S.L.U.T.,alt-rock,False
558,Blood // Water,alt-rock,False
559,Reptilia,alt-rock,False
560,Comatose,alt-rock,False
561,Rape Me,alt-rock,False
562,Delusions of Saviour,alt-rock,False
563,The Kids Aren't Alright,alt-rock,False
564,A Little Death,alt-rock,False
565,Rain (from The Suicide Squad),alt-rock,False
566,like that,alt-rock,False
567,Ode To The Mets,alt-rock,False
568,All the Pretty Girls,alt-rock,False
569,Here Without You - Acoustic Version,alt-rock,False
570,Tippa My Tongue,alt-rock,False
571,Paranoid Android,alt-rock,False
572,Can You Hear Me Now,alt-rock,False
573,Learn to Fly,alt-rock,False
574,Camaleón - Remasterizado 2007,alt-rock,False
575,Prey,alt-rock,False
576,Change (In the House of Flies),alt-rock,False
577,Like a Stone,alt-rock,False
578,How to Disappear Completely,alt-rock,False
579,Best of You,alt-rock,False
580,Who I Am,alt-rock,False
581,Rescue,alt-rock,False
582,Playground (from the series Arcane League of Legends),alt-rock,False
583,Fake as Fu@k,alt-rock,True
584,Eddie,alt-rock,False
585,Bella,alt-rock,False
586,Roulette,alt-rock,False
587,In the Snow,alt-rock,False
588,Walk,alt-rock,True
589,Howlin' for You,alt-rock,False
590,Reach Out,alt-rock,False
591,Legendary,alt-rock,False
592,Tornado Of Souls - Remastered 2004,alt-rock,False
593,Tanto (I Want You) - Ao Vivo,alt-rock,False
594,Carmela - Remasterizado 2008,alt-rock,False
595,Radio Kriminal - Remasterizado 2008,alt-rock,False
596,Nutshell,alt-rock,False
597,Animal,alt-rock,False
598,Sweet Dreams (Are Made Of This),alt-rock,False
599,In My Bones,alt-rock,False
600,Time of Dying,alt-rock,False
601,Whispers in the Dark,alt-rock,False
602,Enemies,alt-rock,False
603,Carry Me Home,alt-rock,False
604,La La La La La La La La,alt-rock,True
605,Darkside,alt-rock,True
606,In Bloom,alt-rock,False
607,Afterlife,alt-rock,False
608,Handful,alt-rock,False
609,Bag of Grins,alt-rock,False
610,Shoot Me a Smile,alt-rock,False
611,Wild Child,alt-rock,False
612,Man in the Box,alt-rock,True
613,Payaso,alt-rock,False
614,Será por Eso,alt-rock,False
615,Time to Pretend,alt-rock,True
616,When You Were Young,alt-rock,False
617,Sonne,alt-rock,False
618,By the Way,alt-rock,False
619,Even Flow,alt-rock,False
620,Bulls On Parade,alt-rock,True
621,Deutschland,alt-rock,False
622,Jigsaw Falling Into Place,alt-rock,False
623,Copperbelly,alt-rock,False
624,The Champion,alt-rock,False
625,Só pra vadiar,alt-rock,False
138,Daddy Issues,alternative,False
140,Softcore,alternative,False
141,Sweater Weather,alternative,False
626,abcdefu,alternative,True
627,In the End,alternative,False
628,Numb,alternative,False
629,Build a Bitch,alternative,True
630,Life Goes On,alternative,False
631,Living Hell,alternative,False
145,Unstoppable,alternative,False
147,Blood // Water,alternative,False
632,Yen,alternative,False
151,Tippa My Tongue,alternative,False
633,Clint Eastwood,alternative,True
162,Black Summer,alternative,False
153,Californication,alternative,False
152,Mr. Brightside,alternative,False
156,Black Summer,alternative,False
158,Nerve Flip,alternative,False
155,Runaway Horses - Abridged,alternative,False
170,Higher Ground - Remastered,alternative,False
177,By the Way,alternative,False
157,When You Were Young,alternative,False
150,Tippa My Tongue,alternative,False
161,Tippa My Tongue,alternative,False
634,The Valley of the Pagans,alternative,True
166,Somebody Told Me,alternative,False
173,Black Summer,alternative,False
165,Mr. Brightside,alternative,False
171,Black Summer,alternative,False
159,Mr. Brightside,alternative,False
154,Nerve Flip,alternative,False
635,Clint Eastwood,alternative,True
163,Mr. Brightside,alternative,False
174,Joy Ride - Night Version,alternative,False
636,Duality,alternative,False
167,Fire - Remastered,alternative,True
637,The Dying Song (Time to Sing),alternative,False
638,Duality,alternative,False
139,Little Dark Age,alternative,False
144,Way down We Go,alternative,False
143,Something In The Way,alternative,False
639,What I've Done,alternative,False
148,Shut Up and Dance,alternative,False
640,Miss You,alternative,True
641,Miss You,alternative,True
642,Miss You,alternative,True
643,Life Goes On,alternative,False
146,Smells Like Teen Spirit,alternative,False
644,I Hate You,alternative,False
645,I Hate You,alternative,False
646,I Hate You,alternative,False
647,Life Goes On,alternative,False
648,Life Goes On,alternative,False
649,Life Goes On,alternative,False
650,Life Goes On,alternative,False
651,Cowboys Don't Cry,alternative,False
185,"Elliot’s Song - From ""Euphoria"" An HBO Original Series",alternative,False
652,Placeholder,alternative,False
653,Placeholder,alternative,False
654,Placeholder,alternative,False
160,Animals,alternative,False
655,Stand By Me,alternative,False
656,The Bomb,alternative,False
657,Seven Devils,alternative,False
658,Hail to the King,alternative,False
169,Ohms,alternative,False
659,Salvador,alternative,False
660,Howl,alternative,False
661,Seven Devils,alternative,False
662,Howl,alternative,False
663,Girl With One Eye,alternative,False
664,Girl With One Eye,alternative,False
665,Howl,alternative,False
666,You've Got The Love,alternative,False
667,Girl With One Eye,alternative,False
175,Limón y Sal,alternative,False
211,Rotting in Vain,alternative,True
668,Amor Completo,alternative,False
176,Christmas (Baby Please Come Home),alternative,False
669,Seven Devils,alternative,False
670,Howl,alternative,False
671,Tu Falta De Querer,alternative,False
672,Hail to the King,alternative,False
168,Ohms,alternative,False
673,Amárrame,alternative,False
674,Cuando Era Flor,alternative,False
675,Plata Ta Tá,alternative,False
212,Rotting in Vain,alternative,True
142,You Get Me So High,alternative,False
676,Collide (feat. Tyga),alternative,True
677,CASTLE OF GLASS,alternative,False
678,Haunted,alternative,False
149,Born For This,alternative,False
186,Losing My Religion,alternative,False
189,Say It Ain't So,alternative,False
187,Surviving the Game,alternative,False
679,Bring Me To Life,alternative,False
680,Bring Me To Life,alternative,False
190,Say It Ain't So,alternative,False
188,Records,alternative,False
681,Hey You,alternative,False
682,Bring Me To Life,alternative,False
683,Hey You,alternative,False
191,Say It Ain't So,alternative,False
684,Zombie,alternative,False
685,If I Ever Lose My Faith In You,alternative,False
202,Records,alternative,False
194,Buddy Holly,alternative,False
192,Records,alternative,False
164,Records,alternative,False
193,Buddy Holly,alternative,False
200,Feel Invincible,alternative,False
195,Island In The Sun,alternative,False
196,O Come All Ye Faithful,alternative,False
686,Land of Confusion,alternative,False
197,All My Favorite Songs,alternative,False
203,O Holy Night,alternative,False
205,Christmastime,alternative,False
687,Amor Completo,alternative,False
172,All My Favorite Songs,alternative,False
688,Hey You,alternative,False
213,Surviving the Game,alternative,False
689,Antes De Ti,alternative,False
206,O Come All Ye Faithful,alternative,False
198,Surviving the Game,alternative,False
690,If I Ever Lose My Faith In You,alternative,False
208,Christmastime,alternative,False
215,O Come All Ye Faithful,alternative,False
204,My Name Is Jonas,alternative,False
201,Bullet With Butterfly Wings - Remastered 2012,alternative,False
691,Paisaje Japonés,alternative,False
199,Feel Invincible,alternative,False
214,We Wish You A Merry Christmas,alternative,False
216,We Wish You A Merry Christmas,alternative,False
220,We Wish You A Merry Christmas,alternative,False
217,We Wish You A Merry Christmas,alternative,False
178,Reflections,alternative,False
179,Somebody Else,alternative,True
180,Creep,alternative,True
183,Legend,alternative,False
692,Dolls,alternative,False
